Objeto,Categoria
"Contratação de empresa especializada em obras e serviços de engenharia para a reforma do terminal rodoviário, no municipio de Itapuã do Oeste/RO. * https://licitanet.com.br *",10101
"CONTRATAÇÃO PROJETO ELETRICO, MECANICO E CALCULO DE CARGA * https://licitanet.com.br *",30101
"REQUALIFICAÇÃO DA PRAÇA SHALON, BAIRRO NOVA CONTAGEM, CONTAGEM/MG",10205
"Contratação de serviços de construção de uma feira coberta, no bairro Areia BrancaMercado Miguel Leite, no município de Capanema, com recursos oriundos do Contrato de Repasse nº 912936/2021-MDR/CAIXA, firmado com o Ministério das Cidades e o...",10205
"CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE MURO EM ALVENARIA DE TIJOLOS CERÂMICOS, NO CEMITÉRIO JARDIM DA PAZ DO MUNICÍPIO DE CENTENÁRIO DO SUL. * https://bllcompras.com *",10307
Construção de um abrigo de ônibus em alvenaria.,10205
CONTRATAÇÃO DE EMPRESA DE SERVIÇOS ESPECIALIZADOS EM MEDICINA E SEGURANÇA DO TRABALHO CONFORME ESPECIFICAÇÕES DO TERMO DE REFERENCIA. * https://bllcompras.com *,30101
"Revitalização de acessos na Rua Miracema, Bairro Pé Pequeno - Niterói/RJ.",10205
"Revitalização do acesso na Rua Inácio Bezerra de Menezes, Bairro Martins Torres - Niterói/RJ.",10205
"Revitalização dos acessos nas Ruas Oliveira Lima e Travessa B, Bairro Tenente Jardim - Niterói/RJ.",10205
"Revitalização dos acessos nas Ruas Rufino Adans e Vicente Celestino, Bairro Viçoso Jardim - Niterói/RJ.",10205
"Revitalização do acesso na Travessa Manoel Rodrigues, Bairro Cubango - Niterói/RJ.",10205
"Revitalização do acesso na Rua Padre José Euges, Bairro Ititioca - Niterói/RJ.",10205
"Revitalização do acesso na Travessa São José, bairro Cubango - Niterói/RJ.",10205
Revitalização dos acessos na Comunidade do Serrão - Niterói/RJ.,10205
"EXECUCAO DE OBRA DE PAVIMENTACAO COM BLOQUETE E EXECUCAO DE MEIO FIO E SARJETA NAS RUAS TRES, QUATRO E CINCO DO BAIRRO GUARABIRA, E RUA CANAL COCHANINO DO BAIRRO CENTRO, NO MUNICIPIO DE MONTALVANIA MG",10205
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA COM FORNECIMENTO DE MATERIAIS, VEÍCULOS, EQUIPAMENTOS, MÃO DE OBRA E CAÇAMBAS EM PONTOS DA CIDADE PARA REALIZAR A COLETA, TRANSPORTE E DESTINAÇÃO FINAL ATÉ ATERRO SANITÁRIO LICENCIADO DE RESÍDUOS SÓLIDOS UR...",20201
Contratação de empresa especializada na execução de obra de reforma do Centro de Convivência e Fortalecimento de Vínculos - SCFV.,10101
"Contratação de empresa, através de empreitada global, para reformas e melhoramentos na Câmara Municipal de Vereadores, compreendendo Reforma do Palco, Reforma Sala 01 e 02 e Corredor, conforme Projeto Básico da obra, memorial, cronograma, Planilha e...",10101
Construção de Escola Municipal com metodologia modular e reforma e ampliação de edificação existente para quadra coberta,10101
"CONTRATAÇÃO DE PESSOA JURÍDICA PARA EXECUÇÃO DE REFORMA E ADEQUAÇÕES NO GINÁSIO DE ESPORTES E NA ESCOLA MUNICIPAL TANCREDO NEVES, NESTE MUNICÍPIO, DE ACORDO COM OS PROJETOS, MEMORIAL DESCRITIVO, CRONOGRAMA FÍSICO-FINANCEIRO E PLANILHAS ORÇAMEN...",10205
"Execução de obra de construção do Clube Hípico na Ilha São João, Bairro Voldac,Volta Redonda-RJ.",10101
- Contratação de empresa para execução de obras de reforço estrutural * www.compras.gov.br *,10101
"REGISTRO DE PREÇO PARA EVENTUAL E FUTURA CONTRATAÇÃO DE OBRAS DE ENGENHARIA COMUM PARA EXECUÇÃO DE CALÇADAS, DRENAGEM, PAVIMENTAÇÃO, PAISAGISMO E GUARDA-CORPO * https://bnccompras.com *",10205
"EXECUÇÃO DE OBRA REMANESCENTE DA QUADRA COBERTA COM VESTIARIO NO SETOR VILA MORATO COM AREA DE 980,40 m² * https://licitanet.com.br *",10205
"Contratação de Empresa para prestação de serviços de roçada em baixo das redes de distribuição da COCEL, de acordo com as descrições e quantidades constantes do Anexo I do Edital 048/2024.",20203
EXECUÇÃO DE OBRA DE CONSTRUÇÃO DE PONTO DE APOIO À SAÚDE NA COMUNIDADE DE LAZÃOZINHO,10101
"- Contratação Integrada de empresa para elaboração dos projetos básico e executivo de engenharia e execução das obras de pavimentação asfáltica da rodovia TO-020, trecho Centenário / Entroncamento TO-428, extensão 32,34 km. * www.compras.gov....",10201
registro de preços para contratação de empresa especializada para licenciar 2 duas jazidas de extração de areia com área até 1 haum hectarejunto ao instituto de desenvolvimento sustentável e meio ambiente do RN- IDEMA/RN e agência Nacional e Min...,30201
"Construção de passagem molhadaestiva sobre o Arroio Jacaré, na divisa da ERS 433 entre os municípios de Relvado/RS e Encantado/RS menor valor global.",10201
CONSTRUÇÃO DE PRAÇA ESPORTIVA E PISTA DE CICLISMO PUMPTRACK * https://sistema.novobbmnet.com.br *,10205
"Contratação de empresa de engenharia para a construção de uma escola de tempo integral contendo 25 salas de aula, no sistema construtivo concreto/PVC, a ser implantado no Município de Toritama/PE. * https://bnccompras.com *",10101
* Chamada Pública * Chamada Pública para o recebimento de propostas de projetos de empredimentos habitacionais de empresas do Setor da Construção Civil com a finalidade de atendimento às familias vitimadas pela enchente de maio de 2024 no município...,10101
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO, SOB O REGIME DE EMPREITADA GLOBAL, ABERTURA E CONSTRUÇÃO DE POÇOS ARTESIANOS DE 60 METROS NOS ASSENTAMENTOS SÃO VICENTE, EGÍDIO BRUNETTO, FAZENDA JAMIBU E MOZAQUATRO LOCALIZADOS NA ZONA RURAL ...",10209
SERV DE REFORMA DO CT CARLOS ZAMITH ** www.e-compras.am.gov.br **,10101
Ampliação e revitalização do Calçadão da Floriano quadras entre Rua Ramiro Barcelos até esquina Rua 28 de Setembro.,10205
"- Contratação de empresa especializada em serviços de engenharia, visando à execução de obras de sistemas de abastecimento de água, nas localidades de Glicério, Óleo, Trapóleo, no 4º Distrito de Glicério e na Serra Escura/Duas Barras em Bicu...",10209
"REGISTRO DE PREÇOS PARA EVENTUAL E FUTURA CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM LEVANTAMENTO CADASTRAL E PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DE REDE, PARA ATENDER A DEMANDA DO MUNICÍPIO DE DUQUE DE CAXIAS, CONFORME QUANTIDADE E DESTINAÇÕES D...",40101
- CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA ÁREA DE ENGENHARIA PARA A EXECUÇÃO DOS SERVIÇOS DE MELHORAMENTO DA TERRAPLENAGEM E PAVIMENTAÇÃO ASFÁLTICA EM CBUQ CONCRETO BETUMINOSO USINADO A QUENTE EM RUAS E AVENIDAS DA ZONA URBANA DA CIDADE DE URU...,10205
"- Contratação de empresa para construção do Restaurante Popular com área total de 1.211,63m² no lote 01 da quadra 824, na Rua Iguatemi, esquina com Rua Tuiuti, Bairro Pinheirinho no município de Pato Branco-PR, em atendimento ao convênio nº 036...",10101
"- Contratação de serviços de engenharia para execução das obras de reforma e ampliação da Escola IMETT, localizada na Rua Maria Rodrigues de Carvalho, nº 731, Bairro Novo Horizonte, Município de Timóteo/MG. * www.compras.gov.br *",10101
"- CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE OBRA, OBJETIVANDO A REFORMA DE QUATRO QUADRAS POLIESPORTIVAS LOCALIZADAS EM SÃO JACINTO, VILA VERDE, SÃO BENTO E CÓRREGO SAÚDE, REFORMA E AMPLIAÇÃO DE UMA QUADRA POLIESPORTIVA, LOCALIZADA...",10205
"- Contratação de empresa especializada em construção civil para executar serviço de construção de Praça no bairro Prainha, Município de Paulo Afonso/Ba. * www.compras.gov.br *",10205
"- Bairro Maravilha Norte - Obras de Urbanização e Infraestrutura na Rua Beni Carvalho e outras, no bairro da Pavuna, na área da I/SUBI/CGO/1ª GO - XXV R.A. - AP 3.6. * www.compras.gov.br *",10205
"- O objeto do presente Contrato é a execução dos serviços comuns de engenharia de Remoção e Transporte de Escombros das Demolições Realizadas no Clube dos Portuários no Âmbito do CGOE, na Avenida Francisco Bicalho, São Cristóvão AP1 , sob o ...",20201
"- Contratação de empresa especializada para execução das OBRAS DE IMPLANTAÇÃO DE GALERIAS E CONSTRUÇÃO DO PARQUE LINEAR DAS FAMÍLIAS SOBRE O CANAL DA COSTA, NO MUNICÍPIO DE VILA VELHA/ES. * www.compras.gov.br *",10205
"- Contratação de empresa especializada para execução das OBRAS DE REFORMA E REQUALIFICAÇÃO DA INFRAESTRUTURA VIÁRIA E URBANÍSTICA DA ORLA TRECHO 01, ENTRE OS BAIRROS NOVA PONTA DA FRUTA E INTERLAGOS, EM VILA VELHA/ES * www.compras.gov.br *",10205
"- Obras de contenção de encostas e drenagem superficial na Comunidade Vila Cruzeiro, localizada nos Complexos do Alemão / Penha, X AR e XI AR, AP - 3.1 e AP - 3.5 * www.compras.gov.br *",10206
"- Bairro Maravilha Oeste- Obras de Infraestrutura e Urbanização na Rua Dom Silvério e outras, no Bairro de Campo Grande, na área da I/SUBI/CGO/3ªGO- XVIII R.A.- AP.5.2. * www.compras.gov.br *",10205
Contratação de empresa especializada em engenharia para elaboração de projeto executivo e execução de obras de microdrenagem e serviços complementares na Avenida do Estado,10205
"CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA EXECUÇÃO DOS SERVIÇOS REFERENTE A CONSTRUÇÃO DE UMA ESCOLA PADRÃO FNDE DE 2 SALAS NO POVOADO TIMOTEO, MUNICÍPIO DE TURIAÇU - MA",10101
"- Revitalização do Palácio Rio Branco, na cidade de Rio Branco - ACRE * www.compras.gov.br *",10101
"- Contratação de empresa especializada em prestação de serviços continuados de roçada para corte e rastelo por metro quadrado, com fornecimento de mão de obra para Campus sede e extensões da Universidade Estadual de Maringá. * www.compras.gov.br *",20203
"REGISTRO DE PREÇOS para eventual e futura contratação de consultoria especializada em engenharia e arquitetura. A finalidade é a prestação de serviços de levantamentos, diagnósticos, estudos de concepção e viabilidade, estudos ambientais, licen...",30101
A presente licitação tem por objeto a contratação de empresa do ramo pertinente para prestação de serviço com fornecimento de materiais para execução da construção das coberturas metálicas de acesso as salas de aula e quadra poliesportiva e c...,10101
Serv de Reforma do CT CARLOS ZAMITH,10101
"Prestação de Serviços de Coleta de Dados e Amostras Ambientais, conforme as especificações deste documento e de seus adendos.",50101
- Contratação de empresa especializada para fornecimento de mão de obra para a construção de adutora de água tratada em ferro dúctil centrifugado K-9 DN 500 mm x 1782 metros ABNT NBR 7675:2022 * www.compras.gov.br *,10209
"CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO, TRANSPORTE E INSTALAÇÃO DE ESTAÇÃO DE TRATAMENTO DE ESGOTO COMPACTA PARA ATENDER AS DEMANDAS DA VILA DONA RACHIDE, NA CIDADE DE GARIBALDI/RS",10209
"CONTRATAÇÃO DE CONSULTORIA ESPECIALIZADA EM CERTIFICAÇÃO LEED, PARA OBRAS DO SESI/SENAI/PR * https://bnccompras.com *",30201
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A OBRA DE EXECUÇÃO DA PRAÇA DO CENTRO DE EVENTOS, COMPREENDENDO PERCURSOS PARA A PRÁTICA DE CAMINHADA E CONTEMPLAÇÃO ATRAVÉS DO LAGO, ÁREAS VERDES E EQUIPAMENTOS URBANOS, ABRANGENDO UM TOTAL DE 25.012,4...",10205
AQUISIÇÃO DE MATERIAL E CONTRATAÇÃO DE MÃO DE OBRA PARA MANUTENÇÃO DO POÇO ARTESIANO NA SECRETARIA DE OBRAS,10209
"- Contratação de empresa para supervisão regional de obras rodoviárias e apoio técnico à fiscalização da execução das ações de manutenção, restauração, implantação rodoviária e de OAE s na malha rodoviária do estado do Tocantins. * ww...",30101
- Contratação de empresa especializada em engenharia/arquitetura para realização dos seguintes serviços na Embrapa Mandioca e Fruticultura: - Construção de dispositivo perimetral dos Campos Experimentais para garantia da inviolabilidade de experi...,10205
- Reforma da EMEF Mamede de Souza devido a sinistro ocasionado por evento climático. * www.compras.gov.br *,10101
"FUTURA E EVENTUAL CONTRATAÇÃO DE SERVIÇOS DE PEDREIRO, SERVENTE E ROÇADA MECANIZADA.",20203
Contratação de empresa especializada para ELABORAÇÃO DE PROJETO EXECUTIVO DA REFORMA NA PRAÇA CARLOS REIS DO MUNICÍPIO DE SÃO BENTO/MA. * https://licitanet.com.br *,30101
"- Registro de preços de construção, manutenção e reforma de calçadas estampadas em concreto armado, com fornecimento de material e mão de obra. * www.compras.gov.br *",10205
"- Reforma e ampliação da Creche Patrícia Deucher, localizada na localidade de Barbaquá. * www.compras.gov.br *",10101
"- VIII - OBJETO Contratação de empresa especializada no ramo de engenharia para execução de obras de DRENAGEM, CONTENÇÃO E PAVIMENTAÇÃO EM PARALELEPÍPEDO NAS RUAS CESÁRIO BARRETO, ISRAEL E REI DAVI, na Zona Urbana no Município de Ipiaú/Bahia...",10205
"REGISTRO DE PREÇOS PARA CONSTRUÇÃO DE GAVETÁRIOS, INCLUINDO BASE PARA RADIER, MÃO DE OBRA E MATERIAL, PARA O CEMITÉRIO MUNICIPAL, EM ATENDIMENTO À SECRETARIA MUNICIPAL DE SERVIÇOS",10205
"- Contratação de empresa especializada em engenharia para a execução dos serviços de drenagem pavimentação em paralelepípedo de 24 ruas, localizadas nos bairros cristo redentor e alto do mateus, joão pessoa/pb - lote iv- bn. * www.compras.gov.b...",10205
"- Contratação de empresa especializada para a execução e revitalização de calçadas na Praça Gabriel Antero do Carmo Rua Camélias nº 71 Jardim Boa Vista, de acordo com as especificações técnicas e condições estabelecidas neste termo de ref...",10205
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A EXECUÇÃO DE SERVIÇOS DE ENGENHARIA, MANUTENÇÃO, CONSERVAÇÃO E LIMPEZA DA LAGOA GRANDE, NO MUNICÍPIO DE FEIRA DE SANTANA - BAHIA.",10401
"- Contratação de empresa de construção civil com serviço de mão de obra especializada e fornecimento de materiais para a execução da Unidade Básica de Saúde UBS Diamantina 2ª Etapa, conclusão após a paralisação da obra, conforme memorial ...",10101
"Contratação integrada para elaboração de Projetos Básicos, Executivos e Construção de Terminal de Passageiros - TPS do Aeroporto de Barreiras - Dom Ricardo Weberberger - Bahia SNBR. Família: 07.01. Local: Comissão Permanente de Licitação - CPL...",10101
Contratação de empresa de engenharia para execução dos serviços de reforma de uma quadra poliesportiva e construção de um campo para futebol de areia na sede do município de Belém do Piauí-PI.,10205
"Contratação de empresa especializada para fornecimento de mão de obra, materiais e equipamentos, para execução de reforma geral, em prédio até então ocupado pela Fundação de Proteção, no NAR Leste, com vistas a devolução com rescisão de co...",10101
"CONTRATAÇÃO DE PESSOA JURÍDICA PARA EXECUÇÃO DE OBRA DE IMPLANTAÇÃO DE TREVO DE ACESSO AO BALNEÁRIO MUNICIPAL, NA RODOVIA PR-317, ALTURA DO KM 463+833M, NESTE MUNICÍPIO, DE ACORDO COM OS PROJETOS, MEMORIAIS DESCRITIVOS, CRONOGRAMAS FÍSICO-FINAN...",10201
"REFORMA E AMPLIAÇÃO ESCOLA DOM BOSCO, LOCALIZADA NO CENTRO, CHORÓ-CE.",10101
Instalação de placas solares.,10208
"Aquisição de Sistema Fotovoltaico de 10,35 KWP - Convênio n° 919056/2021.",10208
"Contratação de empresa especializada em engenharia civil para obra de implantação da Praça na Rua Jair Pires de Lima, Jardim Teles Lima, Bairro Santa Quitéria.",10205
"Contratação de pessoa jurídica especializada para realização de empreitada global material e mão de obra para execução de serviços destinado ao capeamento asfáltico, drenagem e sinalização para a Avenida Perimetral, entre a Avenida Minas Gera...",10205
"- Contratação de empresa especializada para a execução da reforma das instalações elétricas que compreende a instalação de quadros elétricos, iluminação, tomadas e adequação do SPDA no prédio do Fórum da Comarca de Panorama. * www.compras...",10110
"Contratação de empresa para prestação de serviços de manutenção corretiva, preventiva, periódica e pequenas reformas, com fornecimento de todos os materiais, peças, equipamentos e mão de obra, na forma estabelecida em planilhas de serviços e i...",10110
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A AQUISIÇÃO E INSTALAÇÃO DE SISTEMA FOTOVOLTAICO, NO CENTRO DE CONVIVÊNCIA DO IDOSO, LOCALIZADO NA RUA DARIO ZAMBON, Nº 02, JARDIM PORTAL DOS LIRIOS - NOVA EUROPA * https://bllcompras.com *",10208
"Esta licitação tem por objeto a contratação de empresa para execução das obras de melhoria de passagem molhada do rio da pedra na comunidade de Costão da Pedra, município de Jacinto Machado, tudo de conformidade com estudo técnico preliminar, te...",10201
"- Registro de preços para contratação de empresa especializada na prestação de serviço de instalação, manutenção e reestruturação de infraestrutura de rede lógica e elétrica, com fornecimento de materiais. * www.compras.gov.br *",10110
Obras de Reforma Escola Santa Terezinha.,10101
"""Contratação de empresa especializada para a Reforma e Adequações das Instalações Elétricas c/ Implantação de Subestação Aérea de 225KVA na Escola Municipal de Ensino Fundamental Hilda Oliveira Sá, no Município de Paragominas""",10110
REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL CONTRATAÇÃO DE MÃO DE OBRA ESPECIALIZADA PARA REALIZAR MANUTENÇÕES EM PRÉDIOS PÚBLICOS DO MUNICÍPIO DE SÃO JOÃO DAS MISSÕES-MG * https://licitanet.com.br *,10110
- Contratação de Serviços para READEQUAÇÃO DO LABORATÓRIO DE CIBERNÉTICA DA DIVISÃO DE ENSINO DA AFA. * www.compras.gov.br *,10101
"Contratação de empresa para prestação de serviços especializados para elaboração de dossiê de tombamento de conjunto paisagístico situado na Praça João Paulino de Freitas, onde se encontra a Igreja Nossa Senhora do Rosário, no Distrito de Mon...",30101
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ENGENHARIA PARA EXECUÇÃO DOS SERVIÇOS PARA REFORMA E AMPLIAÇÃO DA BASE SAMU 192, SEDE MUNICÍPIO DE CANTÁ-RR",10101
A presente licitação tem por objeto a contratação de empresa do ramo pertinente para prestação de serviço com fornecimento de materiais para execução da construção das coberturas metálicas de acesso as salas de aula e quadra poliesportiva e ...,10101
"PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREDIAL, CORRETIVA E PREVENTIVA, NAS UNIDADES DO DETRAN-SP, CONFORME DEMANDA",10110
- Serviços de fresagem contínua de revestimento betuminoso e transporte de material fresado em caminhão basculante * www.compras.gov.br *,10201
- Contratação de empresa especializada para a execução da sinalização de emergência para Proteção e Combate a Incêndio no prédio do Fórum João Mendes Junior. * www.compras.gov.br *,10110
"Contratação Integrada de Empresa para Elaboração dos Projetos Básico e Executivo e Execução da Obra de Construção do Bloco Administrativo da Unicentro, no Câmpus de Irati, com recursos do TED 64/24 SETI.",10110
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ENGENHARIA PARA EXECUÇÃO DOS SERVIÇOS PARA CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE NA VICINAL 08 MUNICÍPIO DE CANTÁ-RR. EMENDA 64/2024,10101
"CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DOS SERVIÇOS DE REFORMA GERAL DO CENTRO DE SAÚDE JOSÉ EUCIO RODRIGUES, DISTRITO SANTA CECÍLIA MINICÍPIO DE CANTÁ-RR",10101
IMPLANTAÇÃO DO SISTEMA DE ABASTECIMENTO DE ÁGUA PARA AS LOCALIDADES DE UBIRAÇABA E MARQUINHOS EM BRUMADO. * http://www.licitacoes-e.com.br *,10209
* Chamada Pública * Contratação de organização da sociedade civil especializada em prestação de serviço de educação ambiental e mobilização social para execução de projeto de mobilização social dos proprietários rurais das regiões das B...,30201
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO E SUBSTITUIÇÃO DE GLOBO LEITOSO POR DIFUSORES DE LED NA REDE ILUMINAÇÃO PÚBLICA DO LAGO MUNICIPAL DE SÃO PEDRO E CALÇADÃO NO DISTRITO DE PORTO SÃO JOSÉ DO MUNICÍPIO DE SÃO PEDRO DO PARAN...,10208
"Reforma de Pisos de Quadras Poliesportivas, localizadas na Praça Zenaide Rufino Magistério e Parque Cidadão Sede com área total 1.158,00 m².",10205
"Contratação de prestação de serviços especializados de alvenaria, eletricista e encanador destinados à manutenção predial preventiva e corretiva das unidades administrativas diretas do município de Santa Cruz do Rio Pardo - SP.",10110
"Contratação de Empresa Especializada para Prestação de Serviços de Engenharia Civil; com o Fornecimento de Materiais, Mão de Obra, Equipamentos e Ferramentas necessárias para a Execução de Obras de Construção Modular conforme Padrão FNDE para...",10101
" CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A CONSTRUÇÃO DE DUAS PRAÇAS NA VILA DE JERICOACOARA, NO MUNICÍPIO JIJOCA DE JERICOACOARA/CE.",10205
Contratação de empresa especializada para execução de ampliação reforma e manutenção das Cmeis Márcia Suenia Maria Emilia Coelho da Silva e Maria das Graças em João PessoaPB.,10101
"Contratação de empresa para execução de obras e serviços de engenharia para reforma e ampliação da Escola Municipal Maria de Lourdes Gonzaga no Distrito de Taquarendi no município de Mirangaba, Bahia.",10101
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO, SOB O REGIME DE EMPREITADA GLOBAL, ABERTURA E CONSTRUÇÃO DE POÇOS ARTESIANOS DE 60 METROS NOS ASSENTAMENTOS SÃO VICENTE, EGÍDIO BRUNETTO, FAZENDA JAMIBU E MOZAQUATRO LOCALIZADOS NA ZONA RURAL D...",10209
"- Contratação de empresa especializada para a execução da reforma das instalações elétricas, que compreende a instalação de quadros elétricos, iluminação e tomadas no prédio do Fórum da Comarca de Tambaú. * www.compras.gov.br *",10110
"Contratação de serviços de limpeza urbana e pintura de meio fio, por metro quadrado, pelo sistema de registro de preços",20203
- Contratação de empresa especializada na prestação de serviços de reparo da rede de abastecimento de água da Guarnição dos Afonsos instalações do antigo NuPAMA-AF e UNIFA * www.compras.gov.br *,10209
Execução dos Serviços de Drenagem e Pavimentação em Paralelepípedo de 24 Ruas Localizadas nos Bairros Cristo Redentor e Alto do Mateus João PessoaPB - Lote IV- BN,10205
Contratação de Empresa Especializada em Engenharia para Execução dos Serviços de Reconstrução do Muro do Centro Administrativo Municipal de João PessoaPB,10307
Remanescente da Construção do Departamento de Polícia Judiciária DPJ de Cachoeiro de Itapemirim,10101
Contratação de empresa especializada para assessoria e consultoria para prestação de serviços na área de engenharia de segurança do trabalho * https://bllcompras.com *,30101
"Contratação de empresa especializada para a EXECUÇÃO DE OBRAS DE TERRAPLANAGEM COM A IMPLANTAÇÃO DE VALA SANITÁRIA PARA O ATERRO SANITÁRIO no município de Santa Vitória - MG, regime de empreitada por preço unitário, conforme condições e ex...",10304
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA RECUPERAÇÃO DE PASSAGEM MOLHADA NO RIO JAIBARAS EM TAQUARI E CONSTRUÇÃO DE PASSAGEM MOLHADA NA LOCALIDADE DE VAGA-GORDA NO MUNICÍPIO DE GRAÇA/CE,10201
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA DRENAGEM E PAVIMENTAÇÃO COM BLOCOS DE CONCRETO INTERTRAVADOS EM CAMURURGI, PRAIA DO MORRO ADVENTISTAS, MEAÍPE E BELA VISTA, COM FORNECIMENTO DE MATERIAIS E MÃO DE OBRA, NESTE MUNICÍPIO - SEMOP",10205
"* Registro de preços * * Licitação Eletrônica * A presente licitação tem por objeto a CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A EXECUÇÃO DE PAVIMENTAÇÃO EM PARALELEPÍPEDO E DRENAGEM DO POVOADO CARAPINA, MUNICÍPIO DE PENEDO - AL, mediante ...",10205
"CONTRATAÇÃO DE EMPRESA DO SEGUIMENTO DA CONSTRUÇÃO CIVIL, DESTINADA A EXECUÇÃO DOS SERVIÇOS DE REFORMA DA ESCOLA MUNICIPAL MARIA DE LOURDES SILVA NO MUNICÍPIO DE CASSERENGUE-PB",10101
"CONTRATAÇÃO DE EMPRESA PARA EXECUÇÃO DE OBRAS EM REGIME DE EMPREITADA GLOBAL PARA EXECUÇÃO DE OBRAS DE PAVIMENTAÇÃO ASFÁLTICA NA RUA ALBINO CASSOL E ACESSO À LINHA TRÊS PINHEIROS, COM A UTILIZAÇÃO DE RECURSOS ORIUNDOS DO GOVERNO FEDERAL E PR...",10205
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NOS SERVIÇOS DE HIDROJATEAMENTO, DESENTUPIMENTO E ESGOTAMENTO DE FOSSAS PARA ATENDER AS DEMANDAS DOS FUNDOS, FUNDAÇÕES E SECRETARIAS DO MUNICÍPIO * https://bllcompras.com *",20102
CONTRATAÇÃO DE EMPRESA DE ENGENHARIA ESPECIALIZADA PARA CONSTRUÇÃO DE SISTEMA DE DRENAGEM EM DIVERSAS RUAS DO MUNICÍPIO DE IGARASSU/PE. * https://bnccompras.com *,10205
Contratação de empresa especializada para a Construção de 02 dois Portais em Santa Terezinha PE.,10205
"Seleção de proposta mais vantajosa para contratação de empresa especializada em engenharia e arquitetura para execução da obra de substituição de janelas, instalação, remoção e recolocação de divisórias leves no Centro de Atendimento Integ...",10110
"Contratação de empresa especializada para a Execução De Projeto De Perfuração De Poço Tubular Profundo Na Localidade Rural De Serrarias, para atendimento da Comunidade De Três Serrarias, Serrinha e residências próximas no interior do município...",10209
"CONTRATAÇÃO DE PESSOA JURÍDICA PARA PRESTAÇÃO DE SERVIÇOS DE ENGENHARIA COM FORNECIMENTO DE MATERIAIS, EQUIPAMENTOS E MÃO DE OBRA PARA EXECUÇÃO COMPREENDENDO EQUIPAMENTO, MATERIAL E MÃO DE OBRA DE TABULEIRO DE PONTE SOBRE O LAJEADO BONITO, COM....",10204
"O presente processo licitatório tem como finalidade a realização de concorrência eletrônica, o qual possui como objeto para futura contratação, de Reforma do Centro Comunitário de Alto Acídio. O texto descritivo completo e informações pertinen...",10101
"Contratação de empresa do ramo da construção civil, para execução de serviço comum de engenharia, no regime de empreitada por preços global, visando à construção de edificações, para abrigar a unidade de saúde no Bairro Natureza, localizado...",10101
CONTRATAÇÃO DE EMPRESA PARA REFORMA DE RESIDÊNCIA UNIFAMILIAR DE CONCESSÃO DE USO DO MUNICÍPIO DE PINHEIRO PRETO - SC * https://bllcompras.com *,10101
"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DOS SERVIÇOS DE REFORMA E AMPLIAÇÃO DO PRÉDIO ADMINISTRATIVO DA CÂMARA MUNICIPAL DE ITAMARAJU, CONFORME TERMO DE REFERÊNCIA * https://bnccompras.com *",10101
CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA REFORMA DO CONCHALPREV * https://bnccompras.com *,10101
"Contratação de empresa especializada para execução de obras e serviços de reforma da UBS Heládio Soares de Alvarenga, com fornecimento de materiais e mão de obra, localizado na Avenida dos Juritis, nº 2347, Bairro Parque da Felicidade, Itapira/SP...",10101
"contratação de obras e serviços de engenharia para a reforma das salas de aula nas escolas André Campelo, Localizada na sede do município e Antônio Severiano de Holanda, localizada no sítio Baixinha Zona Rural, de responsabilidade da Secretaria d...",10101
"Contratação de obras, serviços de engenharia e aquisições de equipamentos, material de consumo e serviços gerais para manutenção em atendimento às necessidades excepcionais da Escola estadual de Esnino Fundamental e Médio Duque de Caxias.",10110
"Contratação de empresa especializada para execução de obras e serviços de construção da nova unidade de saúde - UBS Antonio Olbi, com fornecimento de materiais e mão de obra, localizado na Rua Pedro Tofanello, nº 59, Bairro Barão Ataliba Nogue...",10101
- Contratação de serviço de cercamento de terrenos públicos * www.compras.gov.br *,10307
